,row_id,icd9_code,short_title,long_title
12478,12479,88100,Open wound of forearm,"Open wound of forearm, without mention of complication"
12479,12480,88101,Open wound of elbow,"Open wound of elbow, without mention of complication"
12480,12481,88102,Open wound of wrist,"Open wound of wrist, without mention of complication"
12481,12482,88110,Open wound forearm-compl,"Open wound of forearm, complicated"
12482,12483,88111,Open wound elbow-complic,"Open wound of elbow, complicated"
12483,12484,88112,Open wound wrist-complic,"Open wound of wrist, complicated"
12484,12485,88120,Open wnd forearm w tendn,"Open wound of forearm, with tendon involvement"
12485,12486,88121,Opn wound elbow w tendon,"Open wound of elbow, with tendon involvement"
12486,12487,88122,Opn wound wrist w tendon,"Open wound of wrist, with tendon involvement"
12487,12488,8820,Open wound of hand,"Open wound of hand except finger(s) alone, without mention of complication"
12488,12489,8821,Opn wound hand-complicat,"Open wound of hand except finger(s) alone, complicated"
12489,12490,8822,Open wound hand w tendon,"Open wound of hand except finger(s) alone, with tendon involvement"
12490,12491,9461,1st deg burn mult site,Erythema [first degree] of multiple specified sites
12491,12492,9462,2nd deg burn mult site,"Blisters, epidermal loss [second degree] of multiple specified sites"
12492,12493,9463,3rd deg burn mult site,Full-thickness skin loss [third degree NOS] of multiple specified sites
12493,12494,9464,Deep 3 deg brn mult site,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple specified sites"
12494,12495,9465,3rd brn w loss-mult site,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple specified sites"
12495,12496,9470,Burn of mouth & pharynx,Burn of mouth and pharynx
12496,12497,9471,Burn larynx/trachea/lung,"Burn of larynx, trachea, and lung"
12497,12498,9472,Burn of esophagus,Burn of esophagus
12498,12499,9473,Burn of GI tract,Burn of gastrointestinal tract
12499,12500,9474,Burn of vagina & uterus,Burn of vagina and uterus
12500,12501,9478,Burn internal organ NEC,Burn of other specified sites of internal organs
12501,12502,9479,Burn internal organ NOS,"Burn of internal organs, unspecified site"
12502,12503,94800,Bdy brn < 10%/3d deg NOS,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
12503,12504,94810,10-19% bdy brn/3 deg NOS,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, less than 10 percent or unspecified"
12504,12505,94811,10-19% bdy brn/10-19% 3d,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%"
12505,12506,94820,20-29% bdy brn/3 deg NOS,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, less than 10 percent or unspecified"
12506,12507,94821,20-29% bdy brn/10-19% 3d,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 10-19%"
12507,12508,94822,20-29% bdy brn/20-29% 3d,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 20-29%"
12508,12509,94830,30-39% bdy brn/3 deg NOS,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, less than 10 percent or unspecified"
12509,12510,94831,30-39% bdy brn/10-19% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 10-19%"
12510,12511,94832,30-39% bdy brn/20-29% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 20-29%"
12511,12512,94833,30-39% bdy brn/30-39% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 30-39%"
12512,12513,94840,40-49% bdy brn/3 deg NOS,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified"
12513,12514,94841,40-49% bdy brn/10-19% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 10-19%"
12514,12515,94842,40-49% bdy brn/20-29% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 20-29%"
12515,12516,94843,40-49% bdy brn/30-39% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 30-39%"
12516,12517,94844,40-49% bdy brn/40-49% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 40-49%"
12517,12518,94850,50-59% bdy brn/3 deg NOS,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified"
12518,12519,94851,50-59% bdy brn/10-19% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 10-19%"
12519,12520,94852,50-59% bdy brn/20-29% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 20-29%"
12520,12521,94853,50-59% bdy brn/30-39% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 30-39%"
12521,12522,94854,50-59% bdy brn/40-49% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 40-49%"
12522,12523,94855,50-59% bdy brn/50-59% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 50-59%"
12523,12524,9755,Poisoning-expectorants,Poisoning by expectorants
12524,12525,9756,Pois-anti-cold drugs,Poisoning by anti-common cold drugs
12525,12526,9757,Poisoning-antiasthmatics,Poisoning by antiasthmatics
12526,12527,9758,Pois-respir drug NEC/NOS,Poisoning by other and unspecified respiratory drugs
12527,12528,9760,Pois-local anti-infect,Poisoning by local anti-infectives and anti-inflammatory drugs
12528,12529,9761,Poisoning-antipruritics,Poisoning by antipruritics
12529,12530,9762,Pois-loc astring/deterg,Poisoning by local astringents and local detergents
12530,12531,9763,Pois-emol/demul/protect,"Poisoning by emollients, demulcents, and protectants"
12531,12532,9764,Poison-hair/scalp prep,"Poisoning by keratolytics, keratoplastics, other hair treatment drugs and preparations"
12532,12533,E8630,Acc pois-chlorine pestic,Accidental poisoning by insecticides of organochlorine compounds
12533,12534,E8631,Acc pois-phosph pesticid,Accidental poisoning by insecticides of organophosphorus compounds
12534,12535,E8632,Acc poison-carbamates,Accidental poisoning by carbamates
12535,12536,E8633,Acc poisn-mixed pesticid,Accidental poisoning by mixtures of insecticides
12536,12537,E8634,Acc poison-pesticide NEC,Accidental poisoning by other and unspecified insecticides
12537,12538,E8635,Acc poison-herbicides,Accidental poisoning by herbicides
12538,12539,E8636,Acc poison-fungicides,Accidental poisoning by fungicides
12539,12540,E8637,Acc poison-rodenticides,Accidental poisoning by rodenticides
12540,12541,E8638,Acc poison-fumigants,Accidental poisoning by fumigants
12541,12542,E8639,Acc pois-agrcult NEC/NOS,Accidental poisoning by other and unspecified agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
12542,12543,E8640,Acc pois-corrosiv aromat,Accidental poisoning by corrosive aromatics not elsewhere classified
12543,12544,E8641,Acc poison-acids,Accidental poisoning by acids not elsewhere classified
12544,12545,E8642,Acc poisn-caustic alkali,Accidental poisoning by caustic alkalis not elsewhere classified
12545,12546,E8643,Acc poison-caustic NEC,Accidental poisoning by other specified corrosives and caustics not elsewhere classified
12546,12547,E8644,Acc poison-caustic NOS,Accidental poisoning by unspecified corrosives and caustics not elsewhere classified
12547,12548,E8650,Acc poison-meat,Accidental poisoning by meat
12548,12549,E8651,Acc poison-shellfish,Accidental poisoning by shellfish
12549,12550,E8652,Acc poison-fish NEC,Accidental poisoning from other fish
12550,12551,E8653,Acc poison-berries/seeds,Accidental poisoning from berries and seeds
12551,12552,E8654,Acc poison-plants NEC,Accidental poisoning from other specified plants
12552,12553,E8655,Acc poison-mushrooms,Accidental poisoning from mushrooms and other fungi
12553,12554,E8658,Acc poison-food NEC,Accidental poisoning from other specified foods
12554,12555,E8659,Acc poisn-food/plant NOS,Accidental poisoning from unspecified foodstuff or poisonous plant
12555,12556,E8660,Acc poisoning-lead,Accidental poisoning by lead and its compounds and fumes
12556,12557,E8661,Acc poisoning-mercury,Accidental poisoning by mercury and its compounds and fumes
12557,12558,E8662,Acc poisoning-antimony,Accidental poisoning by antimony and its compounds and fumes
12558,12559,E8663,Acc poisoning-arsenic,Accidental poisoning by arsenic and its compounds and fumes
12559,12560,E8664,Acc poison-metals NEC,Accidental poisoning by other metals and their compounds and fumes
12560,12561,E8665,Acc poison-plant food,Accidental poisoning by plant foods and fertilizers
12561,12562,E8666,Acc poison-glues,Accidental poisoning by glues and adhesives
12562,12563,E8667,Acc poison-cosmetics,Accidental poisoning by cosmetics
12563,12564,E8668,Acc pois-solid/liq NEC,Accidental poisoning by other specified solid or liquid substances
12564,12565,E8669,Acc pois-solid/liq NOS,Accidental poisoning by unspecified solid or liquid substance
12565,12566,E867,Acc poison-piped gas,Accidental poisoning by gas distributed by pipeline
12566,12567,E8680,Acc pois-liq petrol gas,Accidental poisoning by liquefied petroleum gas distributed in mobile containers
12567,12568,E8681,Acc pois-utl gas NEC/NOS,Accidental poisoning by other and unspecified utility gas
12568,12569,E8682,Acc poison-exhaust gas,Accidental poisoning by motor vehicle exhaust gas
12569,12570,E8683,Acc pois-co/domestc fuel,Accidental poisoning by carbon monoxide from incomplete combustion of other domestic fuels
12570,12571,E8688,Acc pois-carbn monox NEC,Accidental poisoning by carbon monoxide from other sources
12571,12572,E8689,Acc pois-carbn monox NOS,Accidental poisoning by unspecified carbon monoxide
12572,12573,E8690,Acc poisn-nitrogen oxide,Accidental poisoning by nitrogen oxides
12573,12574,E8691,Acc poisn-sulfur dioxide,Accidental poisoning by sulfur dioxide
12574,12575,E8692,Acc poison-freon,Accidental poisoning by freon
12575,12576,E8693,Acc poison-tear gas,Accidental poisoning by lacrimogenic gas [tear gas]
12576,12577,E8694,Scndhnd tbcco smoke,Second hand tobacco smoke
12577,12578,E8698,Acc poison-gas/vapor NEC,Accidental poisoning by other specified gases and vapors
12578,12579,E8699,Acc poison-gas/vapor NOS,Accidental poisoning by unspecified gases and vapors
12579,12580,E8700,Acc cut/hem in surgery,"Accidental cut, puncture, perforation or hemorrhage during surgical operation"
12580,12581,E8701,Acc cut/hem in infusion,"Accidental cut, puncture, perforation or hemorrhage during infusion or transfusion"
12581,12582,E8702,Acc cut/hem-perfusn NEC,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
12582,12583,E8703,Acc cut/hem in injection,"Accidental cut, puncture, perforation or hemorrhage during injection or vaccination"
12583,12584,E8704,Acc cut/hem w scope exam,"Accidental cut, puncture, perforation or hemorrhage during endoscopic examination"
12584,12585,E8705,Acc cut/hem w catheteriz,"Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization"
12585,12586,E8706,Acc cut/hem w heart cath,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization"
12586,12587,E8707,Acc cut/hem w enema,"Accidental cut, puncture, perforation or hemorrhage during administration of enema"
12587,12588,E8708,Acc cut in med care NEC,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
12588,12589,E8709,Acc cut in med care NOS,"Accidental cut, puncture, perforation or hemorrhage during unspecified medical care"
12589,12590,E8710,Post-surgical forgn body,Foreign object left in body during surgical operation
12590,12591,E8711,Postinfusion foreign bdy,Foreign object left in body during infusion or transfusion
12591,12592,E8712,Postperfusion forgn body,Foreign object left in body during kidney dialysis or other perfusion
12592,12593,E8713,Postinjection forgn body,Foreign object left in body during injection or vaccination
12593,12594,E8714,Postendoscopy forgn body,Foreign object left in body during endoscopic examination
12594,12595,E8715,Postcatheter forgn body,"Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization"
12595,12596,E8716,FB post heart catheter,Foreign object left in body during heart catheterization
12596,12597,9987,Postop forgn subst react,Acute reaction to foreign substance accidentally left during a procedure
12597,12598,99881,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure
12598,12599,99882,Ctrct frgmt frm ctr surg,Cataract fragments in eye following cataract surgery
12599,12600,99883,Non-healing surgcl wound,Non-healing surgical wound
12600,12601,99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified
12601,12602,9989,Surgical complicat NOS,"Unspecified complication of procedure, not elsewhere classified"
12602,12603,9990,Generalized vaccinia,"Generalized vaccinia as a complication of medical care, not elsewhere classified"
12603,12604,9991,Air embol comp med care,"Air embolism as a complication of medical care, not elsewhere classified"
12604,12605,E9304,Adv eff tetracycline,Tetracycline group causing adverse effects in therapeutic use
12605,12606,E9305,Adv eff cephalosporin,Cephalosporin group causing adverse effects in therapeutic use
12606,12607,E9306,Adv eff antmycob antbiot,Antimycobacterial antibiotics causing adverse effects in therapeutic use
12607,12608,E9307,Adv eff antineop antbiot,Antineoplastic antibiotics causing adverse effects in therapeutic use
12608,12609,E9308,Adv eff antibiotics NEC,Other specified antibiotics causing adverse effects in therapeutic use
12609,12610,E9309,Adv eff antibiotic NOS,Unspecified antibiotic causing adverse effects in therapeutic use
12610,12611,E9310,Adv eff sulfonamides,Sulfonamides causing adverse effects in therapeutic use
12611,12612,E9311,Adv eff arsenic anti-inf,Arsenical anti-infectives causing adverse effects in therapeutic use
12612,12613,E9312,Adv eff metal anti-inf,Heavy metal anti-infectives causing adverse effects in therapeutic use
12613,12614,E9313,Adv eff quinoline,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
12614,12615,E9314,Adv eff antimalarials,Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use
12615,12616,E9315,Adv eff antprotazoal NEC,Other antiprotozoal drugs causing adverse effects in therapeutic use
12616,12617,E9316,Adv eff anthelmintics,Anthelmintics causing adverse effects in therapeutic use
12617,12618,E9317,Adv eff antiviral drugs,Antiviral drugs causing adverse effects in therapeutic use
12618,12619,E9318,Adv eff antimycobac NEC,Other antimycobacterial drugs causing adverse effects in therapeutic use
12619,12620,E9319,Adv eff antinfct NEC/NOS,Other and unspecified anti-infectives causing adverse effects in therapeutic use
12620,12621,E9320,Adv eff corticosteroids,Adrenal cortical steroids causing adverse effects in therapeutic use
12621,12622,E9321,Adv eff androgens,Androgens and anabolic congeners causing adverse effects in therapeutic use
12622,12623,E9322,Adv eff ovarian hormones,Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use
12623,12624,E9323,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use
12624,12625,E9324,Adv eff ant pituitary,Anterior pituitary hormones causing adverse effects in therapeutic use
12625,12626,E9325,Adv eff post pituitary,Posterior pituitary hormones causing adverse effects in therapeutic use
12626,12627,E9326,Adv eff parathyroid,Parathyroid and parathyroid derivatives causing adverse effects in therapeutic use
12627,12628,E9327,Adv eff thyroid & deriv,Thyroid and thyroid derivatives causing adverse effects in therapeutic use
12628,12629,E9328,Adv eff antithyroid agnt,Antithyroid agents causing adverse effects in therapeutic use
12629,12630,E9329,Adv eff hormones NEC/NOS,Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use
12630,12631,E9330,Adv eff anallrg/antemet,Antiallergic and antiemetic drugs causing adverse effects in therapeutic use
12631,12632,E9331,Adv eff antineoplastic,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
12632,12633,E9332,Adv eff acidifying agent,Acidifying agents causing adverse effects in therapeutic use
12633,12634,E9333,Adv eff alkalizing agent,Alkalizing agents causing adverse effects in therapeutic use
12634,12635,E9334,Adv eff enzymes NEC,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use"
12635,12636,E9335,Adv eff vitamins NEC,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use"
12636,12637,E9336,Oral bisphosphonates,Oral bisphosphonates
12637,12638,E9337,IV bisphosphonates,Intravenous bisphosphonates
12638,12639,E9338,Adv eff systemic agt NEC,"Other systemic agents, not elsewhere classified, causing adverse effects in therapeutic use"
12639,12640,E9339,Adv eff systemic agt NOS,Unspecified systemic agent causing adverse effects in therapeutic use
12640,12641,E9340,Adv eff iron & compounds,Iron and its compounds causing adverse effects in therapeutic use
12641,12642,E9341,Adv eff liver/antianemic,Liver preparations and other antianemic agents causing adverse effects in therapeutic use
12642,12643,E9342,Adv eff anticoagulants,Anticoagulants causing adverse effects in therapeutic use
12643,12644,E9343,Adv eff vitamin k,Vitamin k [phytonadione] causing adverse effects in therapeutic use
12644,12645,E9344,Adv eff fibrinolysis agt,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use
12645,12646,E9345,Adv eff coagulants,Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use
12646,12647,E9346,Adv eff gamma globulin,Gamma globulin causing adverse effects in therapeutic use
12647,12648,E9347,Adv eff blood products,Natural blood and blood products causing adverse effects in therapeutic use
12648,12649,E9348,Adv eff blood agent NEC,Other agents affecting blood constituents causing adverse effects in therapeutic use
12649,12650,E9349,Adv eff blood agent NOS,Unspecified agent affecting blood constituents causing adverse effects in therapeutic use
12650,12651,E9350,Adv eff heroin,Heroin causing adverse effects in therapeutic use
12651,12652,E9351,Adv eff methadone,Methadone causing averse effects in therapeutic use
12652,12653,E9352,Adv eff opiates,Other opiates and related narcotics causing adverse effects in therapeutic use
12653,12654,E9353,Adv eff salicylates,Salicylates causing adverse effects in therapeutic use
12654,12655,E9354,Adv eff arom analgsc NEC,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use"
12655,12656,E9355,Adv eff pyrazole deriv,Pyrazole derivatives causing adverse effects in therapeutic use
12656,12657,E9356,Adv eff antirheumatics,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use
12657,12658,E9357,Adv eff non-narc analgsc,Other non-narcotic analgesics causing adverse effects in therapeutic use
12658,12659,E9358,Adv eff analgesics NEC,Other specified analgesics and antipyretics causing adverse effects in therapeutic use
12659,12660,E9359,Adv eff analgesic NOS,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use
12660,12661,E9360,Adv eff oxazolidin deriv,Oxazolidine derivatives causing adverse effects in therapeutic use
12661,12662,E9361,Adv eff hydantoin deriv,Hydantoin derivatives causing adverse effects in therapeutic use
12662,12663,66710,Retain prod concept-unsp,"Retained portions of placenta or membranes, without hemorrhage, unspecified as to episode of care or not applicable"
12663,12664,66712,Ret prod conc-del w p/p,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication"
12664,12665,66714,Ret prod concept-postpar,"Retained portions of placenta or membranes, without hemorrhage, postpartum condition or complication"
12665,12666,66800,Pulm compl in del-unspec,"Pulmonary complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12666,12667,66801,Pulm compl in del-deliv,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12667,12668,66802,Pulm complic-del w p/p,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12668,12669,66803,Pulm complicat-antepart,"Pulmonary complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12669,12670,66804,Pulm complicat-postpart,"Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12670,12671,66810,Heart compl in del-unsp,"Cardiac complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12671,12672,66811,Heart compl in del-deliv,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12672,12673,66812,Heart compl-del w p/p,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12673,12674,66813,Heart complic-antepart,"Cardiac complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12674,12675,66814,Heart complic-postpart,"Cardiac complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12675,12676,66820,Cns compl labor/del-unsp,"Central nervous system complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12676,12677,66821,Cns compl lab/del-deliv,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12677,12678,66822,Cns complic-del w p/p,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12678,12679,66823,Cns compl in del-antepar,"Central nervous system complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12679,12680,66824,Cns compl in del-postpar,"Central nervous system complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12680,12681,66880,Anesth comp del NEC-unsp,"Other complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12681,12682,66881,Anesth compl NEC-deliver,"Other complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12682,12683,66882,Anesth compl NEC-del p/p,"Other complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12683,12684,66883,Anesth compl antepartum,"Other complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12684,12685,66884,Anesth compl-postpartum,"Other complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12685,12686,66890,Anesth comp del NOS-unsp,"Unspecified complication of anesthesia and other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12686,12687,66891,Anesth compl NOS-deliver,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12687,12688,66892,Anesth compl NOS-del p/p,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with mention of postpartum complication"
12688,12689,66893,Anesth compl-antepartum,"Unspecified complication of anesthesia and other sedation in labor and delivery, antepartum condition or complication"
12689,12690,66894,Anesth compl-postpartum,"Unspecified complication of anesthesia and other sedation in labor and delivery, postpartum condition or complication"
12690,12691,66900,Maternal distress-unspec,"Maternal distress complicating labor and delivery, unspecified as to episode of care or not applicable"
12691,12692,66901,Maternal distress-deliv,"Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition"
12692,12693,66902,Matern distres-del w p/p,"Maternal distress complicating labor and delivery, delivered, with mention of postpartum complication"
12693,12694,66903,Matern distress-antepar,"Maternal distress complicating labor and delivery, antepartum condition or complication"
12694,12695,66904,Matern distress-postpart,"Maternal distress complicating labor and delivery, postpartum condition or complication"
12695,12696,66910,Obstetric shock-unspec,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable"
12696,12697,66911,Obstetric shock-deliver,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition"
12697,12698,66912,Obstet shock-deliv w p/p,"Shock during or following labor and delivery, delivered, with mention of postpartum complication"
12698,12699,66913,Obstetric shock-antepar,"Shock during or following labor and delivery, antepartum condition or complication"
12699,12700,66914,Obstetric shock-postpart,"Shock during or following labor and delivery, postpartum condition or complication"
12700,12701,66920,Matern hypotens syn-unsp,"Maternal hypotension syndrome, unspecified as to episode of care or not applicable"
12701,12702,66921,Matern hypoten syn-deliv,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition"
12702,12703,66922,Matern hypoten-del w p/p,"Maternal hypotension syndrome, delivered, with mention of postpartum complication"
12703,12704,7236,Panniculitis of neck,Panniculitis specified as affecting neck
12704,12705,7237,Ossification cerv lig,Ossification of posterior longitudinal ligament in cervical region
12705,12706,7238,Cervical syndrome NEC,Other syndromes affecting cervical region
12706,12707,7239,Neck disorder/sympt NOS,Unspecified musculoskeletal disorders and symptoms referable to neck
12707,12708,72400,Spinal stenosis NOS,"Spinal stenosis, unspecified region"
12708,12709,72401,Spinal stenosis-thoracic,"Spinal stenosis, thoracic region"
12709,12710,72402,"Spin sten,lumbr wo claud","Spinal stenosis, lumbar region, without neurogenic claudication"
12710,12711,72403,"Spin sten,lumbr w claud","Spinal stenosis, lumbar region, with neurogenic claudication"
12711,12712,72409,Spinal stenosis-oth site,"Spinal stenosis, other region"
12712,12713,7241,Pain in thoracic spine,Pain in thoracic spine
12713,12714,7242,Lumbago,Lumbago
12714,12715,7243,Sciatica,Sciatica
12715,12716,94860,60-69% bdy brn/3 deg NOS,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, less than 10 percent or unspecified"
12716,12717,94861,60-69% bdy brn/10-19% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 10-19%"
12717,12718,94862,60-69% bdy brn/20-29% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 20-29%"
12718,12719,94863,60-69% bdy brn/30-39% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 30-39%"
12719,12720,94864,60-69% bdy brn/40-49% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 40-49%"
12720,12721,94865,60-69% bdy brn/50-59% 3d,"Burn (any degree) involving 60-69 percent of body surface with third degree burn, 50-59%"
12721,12722,94866,60-69% bdy brn/60-69% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 60-69%"
12722,12723,94870,70-79% bdy brn/3 deg NOS,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, less than 10 percent or unspecified"
12723,12724,94871,70-79% bdy brn/10-19% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 10-19%"
12724,12725,94872,70-79% bdy brn/20-29% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 20-29%"
12725,12726,94873,70-79% bdy brn/30-39% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 30-39%"
12726,12727,94874,70-79% bdy brn/40-49% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 40-49%"
12727,12728,94875,70-79% bdy brn/50-59% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 50-59%"
12728,12729,94876,70-79% bdy brn/60-69% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 60-69%"
12729,12730,94877,70-79% bdy brn/70-79% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 70-79%"
12730,12731,94880,80-89% bdy brn/3 deg NOS,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, less than 10 percent or unspecified"
12731,12732,E8213,Oth off-road mv-mcyc psg,Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle
12732,12733,E8214,Oth off-road mv-st car,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar
12733,12734,E8215,Oth off-road mv-anim rid,Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
12734,12735,E8216,Oth off-road mv-ped cycl,Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist
12735,12736,E8217,Oth off-road mv-pedest,Nontraffic accident involving other off-road motor vehicle injuring pedestrian
12736,12737,E8218,Oth off-road mv-pers NEC,Nontraffic accident involving other off-road motor vehicle injuring other specified person
12737,12738,E8219,Oth off-road mv-pers NOS,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
12738,12739,E8220,Oth coll w mov obj-driv,Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle
12739,12740,E8221,Oth coll w mov obj-psgr,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle
12740,12741,E8222,Oth coll mov obj-mocycl,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist
12741,12742,E8223,Oth coll mov obj-cyc psg,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle
12742,12743,E8224,Oth coll mov obj-st car,Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar
12743,12744,E8225,Oth coll mov obj-rider,Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal; occupant of animal-drawn vehicle
12744,12745,E8226,Oth coll mov obj-ped cyc,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist
12745,12746,E8227,Oth coll mov obj-pedest,Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian
12746,12747,E8228,Oth coll mov obj-per NEC,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
12747,12748,E8229,Oth coll mov obj-per NOS,Other motor vehicle nontraffic accident involving collision with moving object injuring unspecified person
12748,12749,E8230,Oth coll stndng obj-driv,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
12749,12750,E8231,Oth coll stndng obj-psgr,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
12750,12751,E8232,Oth coll stnd obj-mocycl,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist
12751,12752,E8233,Oth coll stn obj-cyc psg,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
