,row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
10625,13813,225388,Presep Catheter Waveform Appear,Presep Catheter Waveform Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10626,13814,225389,Presep Catheter Zero/Calibrate,Presep Catheter Zero/Calibrate,metavision,chartevents,Access Lines - Invasive,,Checkbox,
10627,13815,225390,Presep Catheter Tubing Change,Presep Catheter Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10628,13816,225391,Triple Introducer Cap Change,Triple Introducer Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10629,13817,225392,Triple Introducer Change over Wire Date,Triple Introducer Change over Wire Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10630,13818,225393,Triple Introducer Dressing Change,Triple Introducer Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10631,13819,225394,Triple Introducer Insertion Date,Triple Introducer Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10632,13820,225395,Triple Introducer Site Appear,Triple Introducer Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10633,13821,225396,Triple Introducer Tubing Change,Triple Introducer Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10634,13822,225397,Triple Introducer Waveform Appear,Triple Introducer Waveform Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10635,13823,225398,Triple Introducer Zero/Calibrate,Triple Introducer Zero/Calibrate,metavision,chartevents,Access Lines - Invasive,,Checkbox,
10636,13824,225399,Lumbar Puncture,Lumbar Puncture,metavision,procedureevents_mv,4-Procedures,None,Process,
10637,13825,225400,Bronchoscopy,Bronchoscopy,metavision,procedureevents_mv,4-Procedures,None,Process,
10638,13826,225401,Blood Cultured,Blood Cultured,metavision,procedureevents_mv,6-Cultures,None,Process,
10639,13827,225402,EKG,EKG,metavision,procedureevents_mv,4-Procedures,None,Process,
10640,13828,225406,Transferred to Floor,Transferred to Floor,metavision,procedureevents_mv,3-Significant Events,None,Process,
10641,13829,225409,VNA / home infusion,VNA / home infusion,metavision,chartevents,Case Management,,Text,
10642,13830,225410,Acute rehab,Acute rehab,metavision,chartevents,Case Management,,Text,
10643,13831,225411,Patient on vent,Patient on vent,metavision,chartevents,Case Management,,Text,
10644,13832,225491,Patient identified correctly by 2 means (THCEN),Patient identified correctly by 2 means (THCEN),metavision,chartevents,Thoracentesis,,Text,
10645,13833,225492,Verification of (THCEN),Verification of (THCEN),metavision,chartevents,Thoracentesis,,Text,
10646,13834,225498,Timeout performed by (PACEN),Timeout performed by (PACEN),metavision,chartevents,Paracentesis,,Text,
10647,13835,225499,Patient identified correctly by 2 means (PACEN),Patient identified correctly by 2 means (PACEN),metavision,chartevents,Paracentesis,,Text,
10648,13836,225500,Verification of (PACEN),Verification of (PACEN),metavision,chartevents,Paracentesis,,Text,
10649,13837,225501,Insertion kit used (PACEN),Insertion kit used (PACEN),metavision,chartevents,Paracentesis,,Checkbox,
10650,13838,225503,Hand cleansing prior to procedure (PACEN),Hand cleansing prior to procedure (PACEN),metavision,chartevents,Paracentesis,,Checkbox,
10651,13839,225504,Site cleaned with ChloraPrep (PACEN),Site cleaned with ChloraPrep (PACEN),metavision,chartevents,Paracentesis,,Checkbox,
10652,13840,225506,Barrier precautions in place (PACEN),Barrier precautions in place (PACEN),metavision,chartevents,Paracentesis,,Text,
10653,13841,225510,Patient (Bronch),Patient (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10654,13842,225511,Indications (Bronch),Indications (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10655,13843,225513,Route (Bronch),Route (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10656,13844,225514,Type (Bronch),Type (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10657,13845,225516,Location (Bronch),Location (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10658,13846,225518,Services (Bronch),Services (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10659,13847,225524,Complications (Bronch),Complications (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10660,13848,225526,Bronchoalveolar lavage (BAL) / washing (Bronch),Bronchoalveolar lavage (BAL) / (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10661,13849,225527,Endobronchial ultrasound (EBUS) (Bronch),Endobronchial ultrasound (EBUS) (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10662,13850,225528,Brushings (Bronch),Brushings (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10663,13851,225529,Transbronchial biopsy (Bronch),Transbronchial biopsy (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10664,13852,225530,Transbronchial needle aspirate (Bronch),Transbronchial needle aspirate (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10665,13853,225531,Conscious sedation used (Bronch),Conscious sedation used (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10666,13854,225532,Photodynamic therapy PDT (Bronch),Photodynamic therapy PDT (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10667,13855,225533,Autofluorescence AF (Bronch),Autofluorescence AF (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10668,13856,225536,Hand cleansing prior to procedure (Bronch),Hand cleansing prior to procedure(Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
10669,13857,225538,Barrier precautions in place (Bronch),Barrier precautions in place (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10670,13858,225539,Timeout performed by (Bronch),Timeout performed by (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10671,13859,225540,Patient identified correctly (Bronch),Patient identified correctly (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10672,13860,225541,Verification of (Bronch),Verification of (Bronch),metavision,chartevents,Bronchoscopy,,Text,
10673,13861,225550,Side (A-Line),Side (A-Line),metavision,chartevents,Arterial Line Insertion,,Text,
10674,13862,225552,Insertion site (A-Line),Insertion site (A-Line),metavision,chartevents,Arterial Line Insertion,,Text,
10675,13863,225556,Replaced previous Arterial line over wire,Replaced previous Arterial line,metavision,chartevents,Arterial Line Insertion,,Checkbox,
10676,13864,225565,Insertion kit used (A-Line),Insertion kit used (A-Line),metavision,chartevents,Arterial Line Insertion,,Checkbox,
10677,13865,225567,Hand cleansing prior to procedure (A-Line),Hand cleansing prior to procedure(A-Line),metavision,chartevents,Arterial Line Insertion,,Checkbox,
10678,13866,225568,Site cleaned with ChloraPrep(TM) (A-Line),Site cleaned with ChloraPrep(TM) (A-Line),metavision,chartevents,Arterial Line Insertion,,Checkbox,
10679,13867,225571,Number of attempts required to place line (A-Line),Number of attempts required to place line (A-Line),metavision,chartevents,Arterial Line Insertion,,Text,
10680,13868,225573,Transparent dressing applied and dated (A-Line),Transparent dressing applied (A-Line),metavision,chartevents,Arterial Line Insertion,,Checkbox,
10681,13869,225575,Arterial Line ordered on POE,Arterial Line ordered on POE,metavision,chartevents,Arterial Line Insertion,,Checkbox,
10682,13870,225578,Indications (CVL),Indications (CVL),metavision,chartevents,CVL Insertion,,Text,
10683,13871,225580,Is alternative vascular access present (CVL),Is alternative vascular access (CVL),metavision,chartevents,CVL Insertion,,Checkbox,
10684,13872,225581,Location (CVL),Location (CVL),metavision,chartevents,CVL Insertion,,Text,
10685,13873,225585,ETT Depth (Intubation),ETT Depth (Intubation),metavision,chartevents,Intubation,,Text,
10686,13874,225586,Stylette (Intubation),Stylette (Intubation),metavision,chartevents,Intubation,,Checkbox,
10687,13875,225587,Bougie (Intubation),Bougie (Intubation),metavision,chartevents,Intubation,,Checkbox,
10688,13876,225588,Tube Secured (Intubation),Tube Secured (Intubation),metavision,chartevents,Intubation,,Checkbox,
10689,13877,225590,Tracheal Confirmation (Intubation),Tracheal Confirmation (Intubation),metavision,chartevents,Intubation,,Text,
10690,13878,225592,ETT Size (Intubation),ETT Size (Intubation),metavision,chartevents,Intubation,,Text,
10691,13879,225593,Best Larynx View Obtained (Intubation),Best Larynx View Obtained (Intubation),metavision,chartevents,Intubation,,Text,
10692,13880,225596,Timeout Performed by (LP),Timeout Performed by (LP),metavision,chartevents,Lumbar Puncture,,Text,
10693,13881,225597,Patient identified correctly (LP),Patient identified correctly (LP),metavision,chartevents,Lumbar Puncture,,Text,
10694,13882,225413,Skilled nursing facility,Skilled nursing facility,metavision,chartevents,Case Management,,Text,
10695,13883,225414,Home without services,Home without services,metavision,chartevents,Case Management,,Checkbox,
10696,13884,225415,Home with services,Home with services,metavision,chartevents,Case Management,,Text,
10697,13885,225416,Long term care custodial non-Medicare certified,Long term care custodial non-Medicare certified,metavision,chartevents,Case Management,,Checkbox,
10698,13886,225417,Assisted living,Assisted living,metavision,chartevents,Case Management,,Checkbox,
10699,13887,225418,VA hospital,VA hospital,metavision,chartevents,Case Management,,Checkbox,
10700,13888,225419,Hospice inpatient,Hospice inpatient,metavision,chartevents,Case Management,,Checkbox,
10701,13889,225420,Hospice home,Hospice home,metavision,chartevents,Case Management,,Checkbox,
10702,13890,225421,DME,DME,metavision,chartevents,Case Management,,Checkbox,
10703,13891,225422,Transportation,Transportation,metavision,chartevents,Case Management,,Checkbox,
10704,13892,225423,Free care pharmacy ,Free care pharmacy ,metavision,chartevents,Case Management,,Checkbox,
10705,13893,225424,Patient/family/team understand & agree with plan,Patient/family/team understand & agree with plan,metavision,chartevents,Case Management,,Checkbox,
10706,13894,225427,Angiography,Angiography,metavision,procedureevents_mv,5-Imaging,None,Process,
10707,13895,225428,Blakemore D/C,Blakemore D/C,metavision,procedureevents_mv,4-Procedures,None,Process,
10708,13896,225429,Blakemore Inserted,Blakemore Inserted,metavision,procedureevents_mv,4-Procedures,None,Process,
10709,13897,225430,Cardiac Cath,Cardiac Cath,metavision,procedureevents_mv,4-Procedures,None,Process,
10710,13898,225432,Transthoracic Echo,Transthoracic Echo,metavision,procedureevents_mv,5-Imaging,None,Process,
10711,13899,225433,Chest Tube Placed,Chest Tube Placed,metavision,procedureevents_mv,4-Procedures,None,Process,
10712,13900,225434,Colonoscopy,Colonoscopy,metavision,procedureevents_mv,4-Procedures,None,Process,
10713,13901,225436,CRRT Filter Change,CRRT Filter Change,metavision,procedureevents_mv,Dialysis,None,Process,
10714,13902,225437,CSF Culture,CSF Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10715,13903,225439,Endoscopy,Endoscopy,metavision,procedureevents_mv,4-Procedures,None,Process,
10716,13904,225440,Fluoroscopy,Fluoroscopy,metavision,procedureevents_mv,3-Significant Events,None,Process,
10717,13905,225441,Hemodialysis,Hemodialysis,metavision,procedureevents_mv,4-Procedures,None,Process,
10718,13906,225442,Liver Biopsy,Liver Biopsy,metavision,procedureevents_mv,4-Procedures,None,Process,
10719,13907,225443,Nuclear Medicine,Nuclear Medicine,metavision,procedureevents_mv,3-Significant Events,None,Process,
10720,13908,225444,Pan Culture,Pan Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10721,13909,225445,Paracentesis,Paracentesis,metavision,procedureevents_mv,4-Procedures,None,Process,
10722,13910,225446,PEG Insertion,PEG Insertion,metavision,procedureevents_mv,4-Procedures,None,Process,
10723,13911,225447,Percutaneous Drain Insertion,Percutaneous Drain Insertion,metavision,procedureevents_mv,4-Procedures,None,Process,
10724,13912,225448,Percutaneous Tracheostomy,Percutaneous Tracheostomy,metavision,procedureevents_mv,1-Intubation/Extubation,None,Process,
10725,13913,225449,Pericardiocentesis,Pericardiocentesis,metavision,procedureevents_mv,4-Procedures,None,Process,
10726,13914,225450,Radiation Therapy,Radiation Therapy,metavision,procedureevents_mv,4-Procedures,None,Process,
10727,13915,225451,Sputum Culture,Sputum Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10728,13916,225454,Urine Culture,Urine Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10729,13917,225456,Ventricular Drain,Ventricular Drain,metavision,procedureevents_mv,3-Significant Events,None,Process,
10730,13918,225457,Abdominal X-Ray,Abdominal X-Ray,metavision,procedureevents_mv,5-Imaging,None,Process,
10731,13919,225459,Chest X-Ray,Chest X-Ray,metavision,procedureevents_mv,5-Imaging,None,Process,
10732,13920,225460,Cervical Spine,Cervical Spine,metavision,procedureevents_mv,5-Imaging,None,Process,
10733,13921,225461,Pelvis,Pelvis,metavision,procedureevents_mv,5-Imaging,None,Process,
10734,13922,225462,Interventional Radiology,Interventional Radiology,metavision,procedureevents_mv,5-Imaging,None,Process,
10735,13923,225463,TLS Spine,TLS Spine,metavision,procedureevents_mv,5-Imaging,None,Process,
10736,13924,225464,Cardioversion/Defibrillation,Cardioversion/Defibrillation,metavision,procedureevents_mv,3-Significant Events,None,Process,
10737,13925,225465,Chest Pain,Chest Pain,metavision,procedureevents_mv,3-Significant Events,None,Process,
10738,13926,225466,Cardiac Arrest,Cardiac Arrest,metavision,procedureevents_mv,3-Significant Events,None,Process,
10739,13927,225467,Chest Opened,Chest Opened,metavision,procedureevents_mv,3-Significant Events,None,Process,
10740,13928,225468,Unplanned Extubation (patient-initiated),Unplanned Extubation (patient-initiated),metavision,procedureevents_mv,1-Intubation/Extubation,None,Process,
10741,13929,225469,OR Received,OR Received,metavision,procedureevents_mv,3-Significant Events,None,Process,
10742,13930,225470,OR Sent,OR Sent,metavision,procedureevents_mv,3-Significant Events,None,Process,
10743,13931,225472,Pneumothorax,Pneumothorax,metavision,procedureevents_mv,3-Significant Events,None,Process,
10744,13932,225474,Fall,Fall,metavision,procedureevents_mv,3-Significant Events,None,Process,
10745,13933,225475,Respiratory Arrest,Respiratory Arrest,metavision,procedureevents_mv,3-Significant Events,None,Process,
10746,13934,225476,Unplanned Line/Catheter Removal (Non-Patient initated),Unplanned Line/Catheter Removal (Non-Patient inita,metavision,procedureevents_mv,3-Significant Events,None,Process,
10747,13935,225477,Unplanned Extubation (non-patient initiated),Unplanned Extubation (non-patient initiated),metavision,procedureevents_mv,1-Intubation/Extubation,None,Process,
10748,13936,225478,Operation,Operation,metavision,procedureevents_mv,3-Significant Events,None,Process,
10749,13937,225479,Thoracentesis,Thoracentesis,metavision,procedureevents_mv,4-Procedures,None,Process,
10750,13938,225485,Insertion kit used (THCEN),Insertion kit used (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
10751,13939,225486,Hand cleansing prior to procedure (THCEN),Hand cleansing prior to procedure (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
10752,13940,225487,Barrier precautions in place (THCEN),Barrier precautions in place (THCEN),metavision,chartevents,Thoracentesis,,Text,
10753,13941,225488,Follow-up X-RAY Ordered (THCEN),Follow-up X-RAY Ordered (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
10754,13942,225489,Site cleansed with ChloraPrep (THCEN),Site cleansed with ChloraPrep (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
10755,13943,225490,Timeout Performed by (THCEN),Timeout Performed by (THCEN),metavision,chartevents,Thoracentesis,,Text,
10756,13944,225332,Tunneled (Hickman) Tubing Change,Tunneled (Hickman) Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10757,13945,225335,IABP Cap Change,IABP Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10758,13946,225336,IABP Change over Wire Date,IABP Change over Wire Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10759,13947,225337,IABP Dressing Change,IABP Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10760,13948,225338,IABP Insertion Date,IABP Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10761,13949,225339,IABP Site Appear,IABP Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10762,13950,225340,IABP Tubing Change,IABP Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10763,13951,225341,IABP Art. Waveform Appear,IABP Art. Waveform Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10764,13952,225342,IABP Zero/Calibrate,IABP Zero/Calibrate,metavision,chartevents,Access Lines - Invasive,,Checkbox,
10765,13953,225343,Midline Cap Change,Midline Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10766,13954,225344,Midline Change over Wire Date,Midline Change over Wire Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10767,13955,225345,Midline Dressing Change,Midline Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10768,13956,225346,Midline Insertion Date,Midline Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10769,13957,225347,Midline Site Appear,Midline Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10770,13958,225348,Midline Tubing Change,Midline Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10771,13959,225351,PA Catheter Cap Change,PA Catheter Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10772,13960,225352,PA Catheter Change over Wire Date,PA Catheter Change over Wire Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10773,13961,225353,PA Catheter Dressing Change,PA Catheter Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10774,13962,225354,PA Catheter Insertion Date,PA Catheter Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10775,13963,225355,PA Catheter Site Appear,PA Catheter Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10776,13964,225356,PA Catheter Tubing Change,PA Catheter Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10777,13965,225357,PA Catheter Waveform Appear,PA Catheter Waveform Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10778,13966,225358,PA Catheter Zero/Calibrate,PA Catheter Zero/Calibrate,metavision,chartevents,Access Lines - Invasive,,Checkbox,
10779,13967,225367,Pheresis Catheter Cap Change,Pheresis Catheter Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10780,13968,225368,Pheresis Catheter Change over Wire Date,Pheresis Catheter Change over Wire Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10781,13969,225369,Pheresis Catheter Dressing Change,Pheresis Catheter Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10782,13970,225370,Pheresis Catheter Insertion Date,Pheresis Catheter Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10783,13971,225371,Pheresis Catheter Site Appear,Pheresis Catheter Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
10784,13972,225372,Pheresis Catheter Tubing Change,Pheresis Catheter Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10785,13973,225375,Indwelling Port (PortaCath) Cap Change,Indwelling Port (PortaCath) Cap Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
10786,13974,225788,Triple Introducer Dressing Type,Triple Introducer Dressing Type,metavision,chartevents,Access Lines - Invasive,,Text,
10787,13975,225789,Sheath,Sheath,metavision,procedureevents_mv,Access Lines - Invasive,None,Process,
10788,13976,225790,Site cleaned with ChloraPrep(TM) (PICC),Site cleaned with ChloraPrep(TM) (PICC),metavision,chartevents,PICC Line Insertion,,Checkbox,
10789,13977,225792,Invasive Ventilation,Invasive Ventilation,metavision,procedureevents_mv,2-Ventilation,None,Process,
10790,13978,225794,Non-invasive Ventilation,Non-invasive Ventilation,metavision,procedureevents_mv,2-Ventilation,None,Process,
10791,13979,225795,Dextran 40,Dextran 40,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,
10792,13980,225796,Dextran 70,Dextran 70,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,
10793,13981,225797,Free Water,Free Water,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10794,13982,225798,Vancomycin,Vancomycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10795,13983,225799,Gastric Meds,Gastric Meds,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10796,13984,225801,Lipids 20%,Lipids 20%,metavision,inputevents_mv,Nutrition - Parenteral,mL,Solution,
10797,13985,225802,Dialysis - CRRT,Dialysis - CRRT,metavision,procedureevents_mv,Dialysis,None,Process,
10798,13986,225803,Dialysis - CVVHD,Dialysis - CVVHD,metavision,procedureevents_mv,Dialysis,None,Process,
10799,13987,225805,Peritoneal Dialysis,Peritoneal Dialysis,metavision,procedureevents_mv,Dialysis,None,Process,
10800,13988,225806,Volume In (PD),Volume In (PD),metavision,chartevents,Dialysis,mL,Numeric,
10801,13989,225807,Volume Out (PD),Volume Out (PD),metavision,chartevents,Dialysis,mL,Numeric,
10802,13990,225809,Dialysis - CVVHDF,Dialysis - CVVHDF,metavision,procedureevents_mv,Dialysis,None,Process,
10803,13991,225810,Dwell Time (Peritoneal Dialysis),Dwell Time (Hours),metavision,chartevents,Dialysis,hour,Numeric,
10804,13992,225811,CV - past medical history,CV - PMH,metavision,chartevents,Adm History/FHPA,,Text,
10805,13993,225813,Baseline pain level,Baseline pain level,metavision,chartevents,Adm History/FHPA,,Text,
10806,13994,225814,Stool Culture,Stool Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10807,13995,225815,Peritoneal Fluid,Peritoneal Fluid,metavision,procedureevents_mv,3-Significant Events,None,Process,
10808,13996,225816,Wound Culture,Wound Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10809,13997,225817,BAL Fluid Culture,BAL Fluid Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10810,13998,225818,Pleural Fluid Culture,Pleural Fluid Culture,metavision,procedureevents_mv,6-Cultures,None,Process,
10811,13999,225819,Brain Death,Brain Death,metavision,procedureevents_mv,3-Significant Events,None,Process,
10812,14000,225820,C-Spine Clearance,C-Spine Clearance,metavision,procedureevents_mv,3-Significant Events,None,Process,
10813,14001,225821,Unplanned Line/Catheter Removal (Patient Initiated),Unplanned Line/Catheter Removal (Patient Initiated,metavision,procedureevents_mv,3-Significant Events,None,Process,
10814,14002,225823,D5 1/2NS,D5 1/2NS,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10815,14003,225825,D5NS,D5NS,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10816,14004,225827,D5LR,D5LR,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10817,14005,225828,LR,LR,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10818,14006,225830,Multivitamins,Multivitamins,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
10819,14007,225832,Folic Acid,Folic Acid,metavision,inputevents_mv,Medications,mg,Solution,
10820,14008,225833,Thiamine,Thiamine,metavision,inputevents_mv,Medications,mg,Solution,
10821,14009,225834,K Phos,K Phos,metavision,inputevents_mv,Medications,mmol,Solution,
10822,14010,225835,Na Phos,Na Phos,metavision,inputevents_mv,Medications,mmol,Solution,
10823,14011,225837,Acyclovir,Acyclovir,metavision,inputevents_mv,Antibiotics,dose,Solution,
10824,14012,225838,Ambisome,Ambisome,metavision,inputevents_mv,Antibiotics,dose,Solution,
10825,14013,225840,Amikacin,Amikacin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10826,14014,225842,Ampicillin,Ampicillin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10827,14015,225843,Ampicillin/Sulbactam (Unasyn),Ampicillin/Sulbactam (Unasyn),metavision,inputevents_mv,Antibiotics,dose,Solution,
10828,14016,225844,Atovaquone,Atovaquone,metavision,inputevents_mv,Antibiotics,dose,Solution,
10829,14017,225845,Azithromycin,Azithromycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10830,14018,225847,Aztreonam,Aztreonam,metavision,inputevents_mv,Antibiotics,dose,Solution,
10831,14019,225848,Caspofungin,Caspofungin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10832,14020,225850,Cefazolin,Cefazolin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10833,14021,225851,Cefepime,Cefepime,metavision,inputevents_mv,Antibiotics,dose,Solution,
10834,14022,225853,Ceftazidime,Ceftazidime,metavision,inputevents_mv,Antibiotics,dose,Solution,
10835,14023,225855,Ceftriaxone,Ceftriaxone,metavision,inputevents_mv,Antibiotics,dose,Solution,
10836,14024,225857,Chloroquine,Chloroquine,metavision,inputevents_mv,Antibiotics,dose,Solution,
10837,14025,225859,Ciprofloxacin,Ciprofloxacin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10838,14026,225860,Clindamycin,Clindamycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10839,14027,225862,Colistin,Colistin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10840,14028,225863,Daptomycin,Daptomycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10841,14029,225865,Doxycycline,Doxycycline,metavision,inputevents_mv,Antibiotics,dose,Solution,
10842,14030,225866,Erythromycin,Erythromycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10843,14031,225868,Ethambutol,Ethambutol,metavision,inputevents_mv,Antibiotics,dose,Solution,
10844,14032,225869,Fluconazole,Fluconazole,metavision,inputevents_mv,Antibiotics,dose,Solution,
10845,14033,225871,Foscarnet,Foscarnet,metavision,inputevents_mv,Antibiotics,dose,Solution,
10846,14034,225873,Gancyclovir,Gancyclovir,metavision,inputevents_mv,Antibiotics,dose,Solution,
10847,14035,225875,Gentamicin,Gentamicin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10848,14036,225876,Imipenem/Cilastatin,Imipenem/Cilastatin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10849,14037,225877,Isoniazid,Isoniazid,metavision,inputevents_mv,Antibiotics,dose,Solution,
10850,14038,225879,Levofloxacin,Levofloxacin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10851,14039,225881,Linezolid,Linezolid,metavision,inputevents_mv,Antibiotics,dose,Solution,
10852,14040,225882,Mefloquine,Mefloquine,metavision,inputevents_mv,Antibiotics,dose,Solution,
10853,14041,225883,Meropenem,Meropenem,metavision,inputevents_mv,Antibiotics,dose,Solution,
10854,14042,225884,Metronidazole,Metronidazole,metavision,inputevents_mv,Antibiotics,dose,Solution,
10855,14043,225885,Micafungin,Micafungin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10856,14044,225886,Moxifloxacin,Moxifloxacin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10857,14045,225888,Nafcillin,Nafcillin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10858,14046,225889,Oxacillin,Oxacillin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10859,14047,225890,Penicillin G potassium,Penicillin G potassium,metavision,inputevents_mv,Antibiotics,dose,Solution,
10860,14048,225892,Piperacillin,Piperacillin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10861,14049,225893,Piperacillin/Tazobactam (Zosyn),Piperacillin/Tazobactam (Zosyn),metavision,inputevents_mv,Antibiotics,dose,Solution,
10862,14050,225895,Pyrazinamide,Pyrazinamide,metavision,inputevents_mv,Antibiotics,dose,Solution,
10863,14051,225896,Quinine,Quinine,metavision,inputevents_mv,Antibiotics,dose,Solution,
10864,14052,225897,Ribavirin,Ribavirin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10865,14053,225898,Rifampin,Rifampin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10866,14054,225899,Bactrim (SMX/TMP),Bactrim (SMX/TMP),metavision,inputevents_mv,Antibiotics,dose,Solution,
10867,14055,225900,Dalfopristin/Quinupristin (Synercid),Dalfopristin/Quinupristin (Synercid),metavision,inputevents_mv,Antibiotics,dose,Solution,
10868,14056,225902,Tobramycin,Tobramycin,metavision,inputevents_mv,Antibiotics,dose,Solution,
10869,14057,225903,Valgancyclovir,Valgancyclovir,metavision,inputevents_mv,Antibiotics,dose,Solution,
10870,14058,225905,Voriconazole,Voriconazole,metavision,inputevents_mv,Antibiotics,dose,Solution,
10871,14059,225906,Enoxaparin (Lovenox),Enoxaparin (Lovenox),metavision,inputevents_mv,Medications,dose,Solution,
